1993,244.0002,0,-9999,5.7712,-9999,9.0536,-9999,-9999,-3.1567362,-11.260486,-9999,-9999,-9999,-9999,4.4301808,-9999,-9999,1020.3194,560,-9999,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,13.68,-9999,4.8
1993,244.04187,100,-9999,5.5474,-9999,7.5616,-9999,-9999,0.36561503,-7.3706215,-9999,-9999,-9999,-9999,3.9554713,-9999,-9999,1020.9964,-9999,-9999,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
1993,244.08353,200,-9999,5.3982,-9999,7.86,-9999,-9999,-3.188848,-4.4456611,-9999,-9999,-9999,-9999,4.5201952,-9999,-9999,1020.3194,-9999,-9999,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
1993,244.1252,300,-9999,5.249,-9999,8.4568,-9999,-9999,0.012386059,-4.884722,-9999,-9999,-9999,-9999,4.9889211,-9999,-9999,1020.7707,560,-9999,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,13.66,-9999,4.2
1993,244.16687,400,-9999,5.995,-9999,9.0536,-9999,-9999,-3.445957,-8.5996487,-9999,-9999,-9999,-9999,5.2753959,-9999,-9999,1020.7707,-9999,-9999,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
1993,244.20853,500,-9999,5.3982,-9999,8.1584,-9999,-9999,-3.4781226,-8.687559,-9999,-9999,-9999,-9999,5.3707942,-9999,-9999,1020.7707,-9999,-9999,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
1993,244.2502,600,-9999,5.622,-9999,9.0536,-9999,-9999,-3.5102941,-12.22678,-9999,-9999,-9999,-9999,5.4670557,-9999,-9999,1020.9964,560,-9999,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,13.68,-9999,4.8
1993,244.29187,700,-9999,5.3982,-9999,7.86,-9999,-9999,-0.11624024,-8.687559,-9999,-9999,-9999,-9999,5.3683679,-9999,-9999,1020.9964,-9999,-9999,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
1993,244.33353,800,-9999,5.6966,-9999,8.7552,-9999,-9999,6.4144056,-2.3127754,-9999,-9999,-9999,-9999,5.9251531,-9999,-9999,1021.222,-9999,-9999,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
1993,244.3752,900,-9999,5.7712,-9999,8.1584,-9999,-9999,16.500053,4.5898129,-9999,-9999,-9999,-9999,5.9147149,-9999,-9999,1021.4477,560,-9999,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,13.68,-9999,5.2
1993,244.41687,1000,-9999,5.4728,-9999,7.86,-9999,-9999,73.71645,35.82746,-9999,-9999,-9999,-9999,5.6746917,-9999,-9999,1021.6734,-9999,-9999,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
1993,244.45853,1100,-9999,5.4728,-9999,9.352,-9999,-9999,164.32624,76.802866,-9999,-9999,-9999,-9999,6.0896834,-9999,-9999,1021.222,-9999,-9999,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
1993,244.5002,1200,-9999,6.8902,-9999,10.2472,-9999,-9999,211.45702,94.235435,-9999,-9999,-9999,-9999,5.9158755,-9999,-9999,1021.6734,560,-9999,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,13.7,-9999,6.8
1993,244.54187,1300,-9999,6.1442,-9999,9.6504,-9999,-9999,167.88134,80.782259,-9999,-9999,-9999,-9999,5.5382521,-9999,-9999,1021.6734,-9999,-9999,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
1993,244.58353,1400,-9999,5.9204,-9999,8.4568,-9999,-9999,191.70396,95.378481,-9999,-9999,-9999,-9999,4.6731308,-9999,-9999,1022.1247,-9999,-9999,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
1993,244.6252,1500,-9999,5.7712,-9999,8.1584,-9999,-9999,353.01003,164.22869,-9999,-9999,-9999,-9999,4.7996733,-9999,-9999,1020.9964,560,-9999,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,13.7,-9999,7
1993,244.66687,1600,-9999,6.2188,-9999,8.7552,-9999,-9999,497.6995,233.60585,-9999,-9999,-9999,-9999,4.4073126,-9999,-9999,1021.4477,-9999,-9999,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
1993,244.70853,1700,-9999,5.995,-9999,8.4568,-9999,-9999,390.05502,185.11213,-9999,-9999,-9999,-9999,4.6097861,-9999,-9999,1020.0937,-9999,-9999,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
1993,244.7502,1800,-9999,4.8014,-9999,7.2632,-9999,-9999,379.96937,185.11213,-9999,-9999,-9999,-9999,4.549478,-9999,-9999,1020.7707,560,-9999,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,13.7,-9999,7.6
1993,244.79187,1900,-9999,5.995,-9999,8.4568,-9999,-9999,211.36036,104.32515,-9999,-9999,-9999,-9999,6.1751115,-9999,-9999,1019.4167,-9999,-9999,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
1993,244.83353,2000,-9999,6.5918,-9999,9.352,-9999,-9999,211.32813,104.23706,-9999,-9999,-9999,-9999,6.28466,-9999,-9999,1019.1911,-9999,-9999,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
1993,244.8752,2100,-9999,6.741,-9999,9.6504,-9999,-9999,127.53876,63.525789,-9999,-9999,-9999,-9999,5.5673345,-9999,-9999,1018.9654,560,-9999,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,13.7,-9999,7.4
1993,244.91687,2200,-9999,6.8156,-9999,10.2472,-9999,-9999,50.311995,22.374088,-9999,-9999,-9999,-9999,5.3283402,-9999,-9999,1018.2884,-9999,-9999,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
1993,244.95853,2300,-9999,7.2632,-9999,9.9488,-9999,-9999,6.2210715,-2.8411684,-9999,-9999,-9999,-9999,6.4925202,-9999,-9999,1018.9654,-9999,-9999,4,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
